SCTID	FullySpecifiedName	DateOfStatusChange	SubsetStatus	SNOMEDStatus
18166000	Accessory breast (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
20136007	Accessory carpal bones (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
85697009	Accessory eye muscle (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
204216001	Accessory eye muscles (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
30275001	Accessory kidney (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
52579008	Accessory lung (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
109423001	Accessory navicular bone of foot (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
50956007	Accessory nipple (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
204245004	Accessory tragus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
59369008	Accidental drug overdose (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
290220008	Accidental narcotic poisoning (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
242258004	Accidental overdose of phenytoin (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
287165005	Accidental poisoning - analgesics (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
72431002	Accidental poisoning (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
269765000	Accidental poisoning by alcohol (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
216633005	Accidental poisoning by alcoholic beverages (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
216603003	Accidental poisoning by antiadrenergics (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216609004	Accidental poisoning by antibiotics (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216593002	Accidental poisoning by anticholinergics (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216545008	Accidental poisoning by antidepressants (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216610009	Accidental poisoning by anti-infectives (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216483006	Accidental poisoning by antirheumatics (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216497003	Accidental poisoning by barbiturates (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216530001	Accidental poisoning by benzodiazepine-based tranquilizers (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216508002	Accidental poisoning by bromine compounds (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
420057003	Accidental poisoning by carbon monoxide (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
288295008	Accidental poisoning by central nervous system drug (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
216562003	Accidental poisoning by central nervous system stimulants (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216614000	Accidental poisoning by drugs affecting blood constituents (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216618002	Accidental poisoning by drugs primarily acting on the smooth and skeletal muscles and respiratory system (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216615004	Accidental poisoning by drugs primarily affecting cardiovascular system (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216616003	Accidental poisoning by drugs primarily affecting gastrointestinal system (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216619005	Accidental poisoning by drugs primarily affecting skin, mucous membrane, ophthalmological, otorhinolaryngological and dental drugs (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
269688005	Accidental poisoning by drugs, medicines and biologicals (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
216858002	Accidental poisoning by freon (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216818004	Accidental poisoning by gas distributed by pipeline (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216550002	Accidental poisoning by hallucinogens (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216463005	Accidental poisoning by heroin (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216612001	Accidental poisoning by hormones and synthetic substitutes (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216654003	Accidental poisoning by household agents (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
216662006	Accidental poisoning by lead paints (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216825006	Accidental poisoning by liquefied petroleum gas distributed in mobile containers (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216582004	Accidental poisoning by local anesthetic (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216682005	Accidental poisoning by lubricating oils (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
428108004	Accidental poisoning by metal (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
216464004	Accidental poisoning by methadone (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216822009	Accidental poisoning by piped natural gas (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
216613006	Accidental poisoning by primarily systemic agents (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216558009	Accidental poisoning by psychostimulants (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216471009	Accidental poisoning by salicylates (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
216518007	Accidental poisoning by tranquilizers (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
216761008	Accidental poisoning from foodstuffs and poisonous plants (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
216770006	Accidental poisoning from mushrooms and other fungi (disorder)	4/1/2007	ACTIVE	ACTIVE (Current)
287166006	Accidental poisoning with ethyl alcohol (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
83535005	Accidental puncture AND/OR laceration during a procedure (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
3629008	Accidental puncture AND/OR laceration during a procedure on a blood vessel (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
63957000	Accidental puncture AND/OR laceration during a procedure on an organ (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
419494007	Accommodative esotropia (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
232140004	Accommodative insufficiency (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
105413002	Acculturation difficulty (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
295124009	Acetaminophen overdose (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
36815008	Acetonuria (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
45564002	Achalasia of esophagus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
221695002	Achilles bursitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11654001	Achilles tendinitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
275318002	Aching leg syndrome (finding)	9/1/2006	ACTIVE	ACTIVE (Current)
47481007	Achlorhydria (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86268005	Achondroplasia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
56852002	Achromatopsia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
61884008	Achromobacter pneumonia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
63542002	Acid chemical burn of cornea AND/OR conjunctival sac (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51387008	Acidosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11381005	Acne (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
238742005	Acne keloidalis (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
45072005	Acne necrotica miliaris (disorder)	5/6/2006	ACTIVE	ACTIVE (Current)
247459000	Acne scar (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
23894009	Acne varioliformis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88616000	Acne vulgaris (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
238995004	Acneiform drug eruption (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
126949007	Acoustic neuroma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
109673006	Acquired absence of multiple teeth (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
37320007	Acquired absence of teeth (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
72129000	Acquired acanthosis nigricans (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
231793006	Acquired anophthalmos (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
27529000	Acquired atrophy of ovary (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
198299001	Acquired atrophy of the ovary and fallopian tube (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
84327002	Acquired atrophy of uterus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
32394002	Acquired benign adrenal androgenic overactivity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
21480008	Acquired blepharophimosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
232149003	Acquired blindness (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
82757008	Acquired bronchopleural fistula (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236756001	Acquired buried penis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
423919000	Acquired caliectasis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
65362007	Acquired cavovarus deformity of foot (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86900005	Acquired cavus deformity of foot (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203676006	Acquired chest and rib deformity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
367393006	Acquired claw hand (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
86380000	Acquired claw toes (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58660009	Acquired clubhand (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
25904003	Acquired coagulation factor deficiency (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
71676008	Acquired color vision deficiency (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
34102000	Acquired contracture of bladder neck (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
16979000	Acquired coxa valga (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
12067001	Acquired coxa vara (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
54583007	Acquired cubitus valgus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
29087002	Acquired cubitus varus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
12903001	Acquired curvature of spine (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
88562000	Acquired deformity of ankle AND/OR foot (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111259002	Acquired deformity of calcaneus (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
26517000	Acquired deformity of finger (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
360388005	Acquired deformity of finger joint (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
66327008	Acquired deformity of hand (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111270009	Acquired deformity of head (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
67321002	Acquired deformity of hip (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5321004	Acquired deformity of knee (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
17230005	Acquired deformity of limb (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
72082009	Acquired deformity of neck (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
18283000	Acquired deformity of nose (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
79599002	Acquired deformity of pelvis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
2204004	Acquired deformity of pinna (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
77567004	Acquired deformity of spine (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
42251007	Acquired deformity of toe (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
95428004	Acquired deformity of trunk (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
74808006	Acquired deviated nasal septum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
35563005	Acquired diverticulum of esophagus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
278922004	Acquired dysphasias (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
87465003	Acquired equinovarus deformity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
37718006	Acquired equinus deformity of foot (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
12153008	Acquired factor IX deficiency disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
33820001	Acquired factor X deficiency disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
15132005	Acquired factor XII deficiency disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6364000	Acquired factor XIII deficiency disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
288245007	Acquired forearm deformity (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
46101007	Acquired genu recurvatum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
52012001	Acquired genu valgum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
64925008	Acquired genu varum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45636002	Acquired hallux malleus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
6654000	Acquired hallux rigidus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
65358001	Acquired hallux valgus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
16123003	Acquired hallux varus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
88641007	Acquired hammer toe, other than great toe (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4854004	Acquired hemolytic anemia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203671001	Acquired hunchback (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4088009	Acquired hydrocephalus (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
236593005	Acquired hydronephrosis (disorder)	7/3/2006	ACTIVE	ACTIVE (Current)
13483000	Acquired hypertrophic pyloric stenosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111566002	Acquired hypothyroidism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
8691004	Acquired ichthyosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62479008	Acquired immune deficiency syndrome (AIDS) (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
236406007	Acquired immune deficiency syndrome-related nephropathy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
91923005	Acquired immunodeficiency syndrome (AIDS) virus infection associated with pregnancy (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
396227001	Acquired keratoderma palmaris et plantaris (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
405771009	Acquired kyphoscoliosis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
413428007	Acquired kyphosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
425434004	Acquired labial adhesion (finding)	10/1/2007	ACTIVE	ACTIVE (Current)
229652004	Acquired language disorder (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
40668007	Acquired musculoskeletal deformity (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
109905002	Acquired myelocele (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
428032009	Acquired nasal septal defect (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
193995004	Acquired nasolacrimal duct stenosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
53808001	Acquired night blindness (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
314935002	Acquired nystagmus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
416605008	Acquired obstruction of pylorus (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
82346000	Acquired obstructive hydrocephalus (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
5876000	Acquired pancytopenia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
391986001	Acquired pectus excavatum (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
399901005	Acquired plantar keratoderma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5946006	Acquired portal-systemic shunt (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
58407003	Acquired postural kyphosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
15444000	Acquired postural lordosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
203588004	Acquired pronated forefoot (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
427411009	Acquired pseudomeningocele (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
271429007	Acquired ptosis of eyelid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
105999006	Acquired renal cystic disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111266001	Acquired scoliosis (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
240226003	Acquired skeletal deformity (disorder)	1/1/2008	ACTIVE	ACTIVE (Current)
203681002	Acquired spondylolisthesis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
245867000	Acquired spondylolysis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
40026008	Acquired stenosis of bladder neck (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
55989009	Acquired stenosis of external ear canal (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
428259005	Acquired tethered cord syndrome (disorder)	3/1/2008	ACTIVE	ACTIVE (Current)
74576004	Acquired thrombocytopenia (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
1539003	Acquired trigger finger (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
68701004	Acquired unequal leg length (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
355736000	Acquired vaginal enterocele (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
45673004	Acquired valgus deformity of wrist (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
40531004	Acquired varus deformity of wrist (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
427106002	Acquired velopharyngeal insufficiency (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
25003006	Acrocyanosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4340003	Acrodermatitis atrophicans chronica (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
200976008	Acrodermatitis continua (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
400018004	Acrokeratosis verruciformis of Darier disease (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
74107003	Acromegaly (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
202479004	Acromioclavicular joint pain (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
79256006	Acroparesthesia (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
46795000	Actinic cheilitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
79144000	Actinic granuloma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
201101007	Actinic keratosis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
52636001	Actinic reticuloid (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
11817007	Actinomycotic infection (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
187089001	Actinomycotic mycetoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
191689008	Active infantile autism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
190640006	Active rickets (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
427099000	Active tuberculosis (disorder)	10/1/2007	ACTIVE	ACTIVE (Current)
116290004	Acute abdominal pain (finding)	4/2/2006	ACTIVE	ACTIVE (Current)
30239003	Acute abscess of sphenoidal sinus (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
3163006	Acute adenoviral follicular conjunctivitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
191802004	Acute alcoholic intoxication in alcoholism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
191806001	Acute alcoholic intoxication in remission, in alcoholism (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
9953008	Acute alcoholic liver disease (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
59275002	Acute allergic serous otitis media (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
111912001	Acute amebic dysentery without abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
396335001	Acute and chronic cholecystitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
266237004	Acute and subacute bacterial endocarditis (disorder)	11/1/2006	ACTIVE	ACTIVE (Current)
30041005	Acute angle-closure glaucoma (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
4927003	Acute anterior uveitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
62695002	Acute anteroseptal myocardial infarction (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
88071000	Acute apical periodontitis of pulpal origin (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
85189001	Acute appendicitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
28845006	Acute appendicitis with generalized peritonitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
51036000	Acute appendicitis with peritoneal abscess (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
72048003	Acute appendicitis without peritonitis (disorder)	10/1/2006	ACTIVE	ACTIVE (Current)
67678004	Acute atopic conjunctivitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
194809007	Acute atrial infarction (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
402398001	Acute autoimmune urticaria (disorder)	9/1/2006	ACTIVE	ACTIVE (Current)
31860008	Acute bacterial peritonitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
57965003	Acute benign hemorrhagic glomerulonephritic syndrome (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
5505005	Acute bronchiolitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
10509002	Acute bronchitis (disorder)	4/2/2006	ACTIVE	ACTIVE (Current)
